#separator:Semicolon
#html:false
#tags column:3
It's a place where ...;Это место, где ...;w15_d103
It's a person who ...;Это человек, который ...;w15_d103
It's a kind of ...;Это вид ...;w15_d103
It's similar to ...;Это похоже на ...;w15_d103
It's the opposite of ...;Это противоположность ...;w15_d103
I don't know the word, but ...;Я не знаю слова, но ...;w15_d103
How do you say ... in English?;Как сказать ... по-английски?;w15_d103
What's the word for ...?;Как называется ...?;w15_d103
something like that;что-то вроде того;w15_d103
I met someone who ...;Я познакомился с кем-то, кто ...;w15_d104
The thing that made my day was ...;То, что сделало мой день, это ...;w15_d104
This time next year I'll be living ...;В это время в следующем году я буду жить ...;w16_d106
By 2030 I'll have finished school;К 2030 я закончу школу;w16_d106
I'll be working on my own project;Я буду работать над своим проектом;w16_d106
By then I'll have learnt German;К тому времени я выучу немецкий;w16_d106
Don't call at ten, I'll be sleeping;Не звони в десять, я буду спать;w16_d106
I'll have saved enough by summer;К лету я накоплю достаточно;w16_d106
I'll be turning 18 in ...;Мне исполнится 18 в ...;w16_d106
Will you be staying here?;Ты будешь оставаться здесь?;w16_d106
I'll have moved out by then;К тому времени я съеду;w16_d106
I'll still be learning;Я всё ещё буду учиться;w16_d106
a career;карьера;w16_d107
to graduate;окончить учебное заведение;w16_d107
an apprenticeship;профобучение, стажировка;w16_d107
a degree;диплом, степень;w16_d107
qualifications;квалификация;w16_d107
to apply for;подать заявку на;w16_d107
a scholarship;стипендия;w16_d107
a gap year;год перерыва;w16_d107
to earn a living;зарабатывать на жизнь;w16_d107
financially independent;финансово независимый;w16_d107
to move out;съехать от родителей;w16_d108
to live on my own;жить самостоятельно;w16_d108
to rent a flat;снимать квартиру;w16_d108
to support myself;содержать себя;w16_d108
to be responsible for;быть ответственным за;w16_d108
to grow up;повзрослеть;w16_d108
to become an adult;стать взрослым;w16_d108
to leave home;уехать из дома;w16_d108
to stand on my own feet;встать на ноги;w16_d108
a fresh start;новое начало;w16_d108
I'm sure I'll ...;Уверен, я ...;w16_d110
I probably won't ...;Я, скорее всего, не ...;w16_d110
I doubt I'll ...;Сомневаюсь, что я ...;w16_d110
Hopefully, ...;Надеюсь ...;w16_d110
Chances are ...;Скорее всего ...;w16_d110
I might end up ...;Возможно, я окажусь ...;w16_d110
It's likely that ...;Вероятно, что ...;w16_d110
It's unlikely that ...;Маловероятно, что ...;w16_d110
Who knows where I'll be;Кто знает, где я буду;w16_d110
Time will tell;Время покажет;w16_d110
By this time tomorrow I'll have ...;К этому времени завтра я уже ...;w16_d111
Tomorrow I'll be doing the same thing;Завтра я буду делать то же самое;w16_d111
He said he was busy;Он сказал, что занят;w17_d113
She told me she'd call;Она сказала, что позвонит;w17_d113
He asked me where I lived;Он спросил, где я живу;w17_d113
She asked if I was OK;Она спросила, всё ли у меня нормально;w17_d113
He told me not to worry;Он сказал мне не переживать;w17_d113
She advised me to wait;Она посоветовала подождать;w17_d113
He said he had already done it;Он сказал, что уже сделал это;w17_d113
They said it would take a week;Они сказали, что это займёт неделю;w17_d113
He asked me to help;Он попросил меня помочь;w17_d113
She wanted to know why;Она хотела знать, почему;w17_d113
to admit;признать;w17_d114
to deny;отрицать;w17_d114
to promise;обещать;w17_d114
to warn;предупредить;w17_d114
to suggest;предложить;w17_d114
to complain;жаловаться;w17_d114
to explain;объяснить;w17_d114
to insist;настаивать;w17_d114
to refuse;отказаться;w17_d114
to mention;упомянуть;w17_d114
My mum told me to ...;Мама сказала мне ...;w17_d115
A friend advised me not to ...;Друг посоветовал мне не ...;w17_d115
Someone warned me that ...;Кто-то предупредил меня, что ...;w17_d115
I was told that ...;Мне сказали, что ...;w17_d115
He promised he would ...;Он обещал, что ...;w17_d115
She insisted that I ...;Она настояла, чтобы я ...;w17_d115
He admitted he was wrong;Он признал, что был неправ;w17_d115
She denied it;Она это отрицала;w17_d115
He kept his word;Он сдержал слово;w17_d115
He let me down;Он меня подвёл;w17_d115
He was like, ...;Он такой ...;w17_d117
So I said ...;Так что я сказал ...;w17_d117
And then she goes ...;А потом она говорит ...;w17_d117
Basically, he told me ...;По сути, он сказал мне ...;w17_d117
According to him, ...;По его словам ...;w17_d117
Apparently, ...;Судя по всему ...;w17_d117
He claimed that ...;Он утверждал, что ...;w17_d117
I didn't believe him;Я ему не поверил;w17_d117
Long story short, ...;Короче говоря ...;w17_d117
That's what he said;Вот что он сказал;w17_d117
Someone told me something useful today;Сегодня мне сказали кое-что полезное;w17_d118
I was asked to do something I didn't want to;Меня попросили сделать то, чего я не хотел;w17_d118
If I had known, I wouldn't have gone;Если бы я знал, я бы не пошёл;w18_d120
If I'd left earlier, I'd have caught the flight;Если бы я вышел раньше, я бы успел на рейс;w18_d120
I wish I had started earlier;Жаль, что я не начал раньше;w18_d120
I wish I hadn't done that;Жаль, что я это сделал;w18_d120
If only I'd listened;Если бы я только послушал;w18_d120
I should have known better;Мне стоило быть умнее;w18_d120
If I hadn't trusted him, ...;Если бы я ему не доверился ...;w18_d120
It would have been different;Всё было бы иначе;w18_d120
I wish I could;Жаль, что не могу;w18_d120
I wish I were somewhere else;Хотел бы я быть где-то в другом месте;w18_d120
a regret;сожаление;w18_d121
a mistake;ошибка;w18_d121
to learn from;учиться на;w18_d121
to get over;пережить, преодолеть;w18_d121
to move on;двигаться дальше;w18_d121
to forgive;простить;w18_d121
to let go;отпустить;w18_d121
a lesson;урок;w18_d121
experience;опыт;w18_d121
to grow from;вырасти на опыте;w18_d121
Looking back, I ...;Оглядываясь назад, я ...;w18_d122
At the time, I thought ...;В тот момент я думал ...;w18_d122
I didn't realise that ...;Я не понимал, что ...;w18_d122
It seemed like a good idea;Казалось хорошей идеей;w18_d122
I got carried away;Я увлёкся;w18_d122
I was naive;Я был наивен;w18_d122
I trusted the wrong people;Я доверился не тем людям;w18_d122
I wasted a lot of time;Я потерял много времени;w18_d122
I'd do it differently;Я бы сделал по-другому;w18_d122
No regrets;Без сожалений;w18_d122
If I had studied more, I'd be better now;Если бы я учился больше, сейчас был бы лучше;w18_d124
If I were more patient, I wouldn't have quit;Будь я терпеливее, я бы не бросил;w18_d124
If I hadn't wasted money, I'd have more now;Если бы не тратил деньги впустую, сейчас было бы больше;w18_d124
If I'd kept my routine, I'd feel better;Если бы держал распорядок, чувствовал бы себя лучше;w18_d124
Even if ...;Даже если ...;w18_d124
as long as ...;при условии что ...;w18_d124
otherwise;иначе;w18_d124
in that case;в таком случае;w18_d124
What if ...?;А что если ...?;w18_d124
Suppose ...;Предположим ...;w18_d124
I wish today had been more productive;Жаль, что сегодня не был продуктивнее;w18_d125
If I'd gone to bed earlier, I'd feel better;Если бы лёг раньше, чувствовал бы себя лучше;w18_d125
Although it's expensive, it's worth it;Хотя это дорого, оно того стоит;w19_d127
However, ...;Однако ...;w19_d127
Despite the cost, ...;Несмотря на стоимость ...;w19_d127
In spite of that, ...;Несмотря на это ...;w19_d127
On the one hand ... on the other hand;С одной стороны ... с другой стороны;w19_d127
As a result, ...;В результате ...;w19_d127
Therefore, ...;Поэтому ...;w19_d127
Whereas ...;Тогда как ...;w19_d127
Even though ...;Даже несмотря на то что ...;w19_d127
In addition, ...;Кроме того ...;w19_d127
In my opinion;По моему мнению;w19_d128
I'd say that;Я бы сказал, что;w19_d128
It seems to me;Мне кажется;w19_d128
To be honest;Честно говоря;w19_d128
The main advantage is;Главное преимущество в том;w19_d128
The main drawback is;Главный недостаток в том;w19_d128
On balance;В целом;w19_d128
I'd argue that;Я бы утверждал, что;w19_d128
That's a fair point;Это справедливое замечание;w19_d128
I see it differently;Я вижу это иначе;w19_d128
I totally agree;Полностью согласен;w19_d129
I partly agree;Частично согласен;w19_d129
I'm not so sure;Я не так уверен;w19_d129
That's true, but;Это правда, но;w19_d129
I see your point, but;Понимаю твою мысль, но;w19_d129
I couldn't agree more;Абсолютно согласен;w19_d129
I'm afraid I disagree;Боюсь, я не согласен;w19_d129
It depends;Зависит от обстоятельств;w19_d129
Fair enough;Справедливо;w19_d129
Let's agree to disagree;Останемся при своих;w19_d129
living alone vs with parents;жить одному или с родителями;w19_d131
freedom;свобода;w19_d131
responsibility;ответственность;w19_d131
independence;независимость;w19_d131
a downside;обратная сторона;w19_d131
a benefit;выгода;w19_d131
It's a matter of ...;Это вопрос ...;w19_d131
to outweigh;перевешивать;w19_d131
to take into account;принимать во внимание;w19_d131
all things considered;учитывая всё;w19_d131
Today had more pros than cons;Сегодня было больше плюсов, чем минусов;w19_d132
On the whole, it was a decent day;В целом, день был неплохой;w19_d132
Could you tell me where ...?;Не могли бы вы сказать, где ...?;w20_d134
Do you know if ...?;Вы не знаете, ...?;w20_d134
I was wondering if you could ...;Я хотел спросить, не могли бы вы ...;w20_d134
Would you mind ...?;Вы не против ...?;w20_d134
Is there any chance ...?;Есть ли шанс ...?;w20_d134
I'd appreciate it if ...;Я был бы благодарен, если ...;w20_d134
It's cold, isn't it?;Холодно, не так ли?;w20_d134
You're from Russia, aren't you?;Ты из России, да?;w20_d134
You don't mind, do you?;Ты не против, да?;w20_d134
Let's go, shall we?;Пойдём, да?;w20_d134
customer support;служба поддержки;w20_d135
a refund;возврат денег;w20_d135
a complaint;жалоба;w20_d135
a subscription;подписка;w20_d135
to cancel;отменить;w20_d135
a receipt;чек;w20_d135
a warranty;гарантия;w20_d135
to charge;списать деньги;w20_d135
an invoice;счёт на оплату;w20_d135
to be overcharged;переплатить;w20_d135
I'm calling about ...;Я звоню по поводу ...;w20_d136
Could you put me through to ...?;Соедините меня с ...;w20_d136
Could you hold on a second?;Подождите секунду;w20_d136
Sorry, I didn't catch that;Извините, не расслышал;w20_d136
Could you spell that?;Продиктуйте по буквам;w20_d136
Let me check;Дайте проверить;w20_d136
I'll get back to you;Я вам перезвоню;w20_d136
Is that everything?;Это всё?;w20_d136
Thanks for your help;Спасибо за помощь;w20_d136
Have a good one;Хорошего дня;w20_d136
I'm afraid there's a problem with ...;Боюсь, есть проблема с ...;w20_d138
It doesn't seem to work;Кажется, это не работает;w20_d138
I was expecting ...;Я ожидал ...;w20_d138
This isn't what I ordered;Это не то, что я заказывал;w20_d138
I'd like to sort this out;Я хотел бы это уладить;w20_d138
Could you look into it?;Не могли бы вы разобраться?;w20_d138
I understand, but ...;Понимаю, но ...;w20_d138
That's not acceptable;Это неприемлемо;w20_d138
What can you do about it?;Что вы можете с этим сделать?;w20_d138
I'd like to speak to a manager;Я хотел бы поговорить с менеджером;w20_d138
I had to deal with support today;Сегодня пришлось общаться с поддержкой;w20_d139
It was sorted out quickly;Всё быстро уладили;w20_d139
wake up;проснуться;w21_d141
get up;встать;w21_d141
turn off;выключить;w21_d141
put on;надеть;w21_d141
take off;снять;w21_d141
pick up;подобрать, забрать;w21_d141
put away;убрать на место;w21_d141
run out of;закончиться (о запасах);w21_d141
hang out;тусоваться;w21_d141
chill out;расслабляться;w21_d141
look after;присматривать за;w21_d142
look for;искать;w21_d142
look forward to;ждать с нетерпением;w21_d142
give up;бросить;w21_d142
carry on;продолжать;w21_d142
set off;отправиться;w21_d142
turn up;появиться;w21_d142
work out;тренироваться, решить;w21_d142
eat out;есть не дома;w21_d142
sleep in;поспать подольше;w21_d142
get on with;ладить с;w21_d143
fall out with;поссориться с;w21_d143
make up;помириться;w21_d143
catch up with;повидаться, нагнать;w21_d143
hang up;повесить трубку;w21_d143
call back;перезвонить;w21_d143
put off;отложить;w21_d143
get over;пережить;w21_d143
come up with;придумать;w21_d143
end up;в итоге оказаться;w21_d143
I woke up late and got up at nine;Я проснулся поздно и встал в девять;w21_d145
I put on my jacket and set off;Я надел куртку и отправился;w21_d145
I ran out of coffee;У меня закончился кофе;w21_d145
I worked out for an hour;Я тренировался час;w21_d145
I hung out with a friend;Я потусил с другом;w21_d145
I put off my homework;Я отложил домашку;w21_d145
I came up with an idea;Я придумал идею;w21_d145
I ended up at home;В итоге я оказался дома;w21_d145
I chilled out in the evening;Вечером я расслаблялся;w21_d145
I turned off my phone;Я выключил телефон;w21_d145
I ended up doing nothing;В итоге я ничего не делал;w21_d146
I caught up on sleep;Я отоспался;w21_d146
set up;настроить, основать;w22_d148
log in;войти в систему;w22_d148
back up;сделать резервную копию;w22_d148
shut down;выключить;w22_d148
sign up;зарегистрироваться;w22_d148
figure out;разобраться;w22_d148
sort out;уладить;w22_d148
break down;сломаться;w22_d148
turn out;оказаться;w22_d148
scroll through;листать;w22_d148
pay back;вернуть долг;w22_d149
save up;копить;w22_d149
run up;накопить долги;w22_d149
take out;снять деньги, взять кредит;w22_d149
put aside;откладывать;w22_d149
cut back on;сократить расходы на;w22_d149
splash out;потратиться;w22_d149
rip off;обмануть с ценой;w22_d149
get by;сводить концы с концами;w22_d149
pay off;окупиться, выплатить;w22_d149
take on;взять на себя;w22_d150
hand in;сдать работу;w22_d150
carry out;выполнить;w22_d150
deal with;иметь дело с;w22_d150
keep up with;поспевать за;w22_d150
fall behind;отставать;w22_d150
catch up;нагнать;w22_d150
bring up;поднять тему;w22_d150
go over;просмотреть;w22_d150
point out;указать;w22_d150
I set up a script that runs overnight;Я настроил скрипт, который работает ночью;w22_d152
It turned out to be a bug;Оказалось, это баг;w22_d152
I figured out the problem;Я разобрался с проблемой;w22_d152
I'm saving up for a laptop;Я коплю на ноутбук;w22_d152
I cut back on takeaway food;Я сократил еду на вынос;w22_d152
I got ripped off;Меня обманули с ценой;w22_d152
I fell behind with school;Я отстал по школе;w22_d152
I need to catch up;Мне нужно нагнать;w22_d152
I dealt with it;Я с этим разобрался;w22_d152
It paid off;Это окупилось;w22_d152
I sorted out a few things today;Сегодня я уладил несколько дел;w22_d153
I kept up with my plan;Я не отставал от плана;w22_d153
I live in a small flat;Я живу в маленькой квартире;w23_d155
the flat I rent;квартира, которую я снимаю;w23_d155
I go to school;Я хожу в школу;w23_d155
the school near my house;школа рядом с моим домом;w23_d155
at the weekend;на выходных;w23_d155
in the morning;утром;w23_d155
on the internet;в интернете;w23_d155
the most beautiful place;самое красивое место;w23_d155
one of the best;один из лучших;w23_d155
in the city centre;в центре города;w23_d155
a few people;несколько человек;w23_d156
few people;мало людей;w23_d156
a little time;немного времени;w23_d156
little time;мало времени;w23_d156
plenty of;полно;w23_d156
hardly any;почти нет;w23_d156
most of them;большинство из них;w23_d156
none of them;ни один из них;w23_d156
both of us;мы оба;w23_d156
either ... or;либо ... либо;w23_d156
much bigger than;намного больше, чем;w23_d157
far more expensive;гораздо дороже;w23_d157
not as crowded as;не такой людный, как;w23_d157
slightly cheaper;немного дешевле;w23_d157
by far the best;безусловно лучший;w23_d157
the more ... the better;чем больше ..., тем лучше;w23_d157
twice as big;в два раза больше;w23_d157
similar to;похожий на;w23_d157
completely different from;совершенно отличный от;w23_d157
roughly the same;примерно то же;w23_d157
cost of living;стоимость жизни;w23_d159
rent prices;цены на аренду;w23_d159
traffic;пробки, трафик;w23_d159
nightlife;ночная жизнь;w23_d159
job opportunities;возможности работы;w23_d159
the pace of life;темп жизни;w23_d159
infrastructure;инфраструктура;w23_d159
safety;безопасность;w23_d159
a neighbourhood;район;w23_d159
to commute;ездить на работу;w23_d159
There were hardly any people in the street;На улице почти никого не было;w23_d160
Today was roughly the same as yesterday;Сегодня было примерно как вчера;w23_d160
I've been learning English for six months;Я учу английский полгода;w24_d162
Six months ago I couldn't ...;Полгода назад я не мог ...;w24_d162
Now I can ...;Теперь я могу ...;w24_d162
I used to make this mistake;Раньше я делал эту ошибку;w24_d162
I've stopped making it;Я перестал её делать;w24_d162
I had never spoken so much before;Раньше я никогда столько не говорил;w24_d162
I'm going to keep going;Я собираюсь продолжать;w24_d162
By next year I'll have reached B2;К следующему году я достигну B2;w24_d162
If I keep this up, I'll get there;Если продолжу в том же духе, доберусь;w24_d162
I wish I'd started earlier;Жаль, что не начал раньше;w24_d162
progress;прогресс;w24_d163
consistency;постоянство;w24_d163
a milestone;веха;w24_d163
a setback;откат, неудача;w24_d163
to overcome;преодолеть;w24_d163
to reflect on;размышлять о;w24_d163
to be proud of;гордиться;w24_d163
confidence;уверенность;w24_d163
a plateau;плато;w24_d163
to push through;дожать, пробиться;w24_d163
My next goal is ...;Моя следующая цель ...;w24_d164
I'm planning to ...;Я планирую ...;w24_d164
I intend to ...;Я намерен ...;w24_d164
I'm aiming for ...;Я стремлюсь к ...;w24_d164
step by step;шаг за шагом;w24_d164
in the meantime;тем временем;w24_d164
eventually;в конце концов;w24_d164
sooner or later;рано или поздно;w24_d164
no matter what;несмотря ни на что;w24_d164
one day;однажды;w24_d164
I was sitting at home when I decided to start;Я сидел дома, когда решил начать;w24_d166
I had tried before but had given up;Я пробовал раньше, но бросал;w24_d166
This time I've kept going;В этот раз я продолжаю;w24_d166
I've been doing it every evening;Я делаю это каждый вечер;w24_d166
I'm still making mistakes;Я всё ещё делаю ошибки;w24_d166
but I'm getting better;но становлюсь лучше;w24_d166
I'll be speaking better next year;В следующем году я буду говорить лучше;w24_d166
If I'd stopped, I'd have regretted it;Если бы бросил, пожалел бы;w24_d166
I'm glad I didn't;Рад, что не бросил;w24_d166
Let's see what happens next;Посмотрим, что будет дальше;w24_d166
It's been a long road;Это был долгий путь;w24_d167
I've come a long way;Я прошёл большой путь;w24_d167
